72    90    52    72
08    42    40    43
25    95    25    26
27    58    28    59
01    92    01    01
14    90    15    89
06    73    07    20
05    92    05    93
99    99    84    98
66    68    28    67
14    96    95    95
41    75    69    76
25    69    20    69
10    43    05    15
01    92    17    93
51    52    23    52
32    43    44    44
28    28    28    86
23    55    54    55
20    70    21    27
24    52    25    25
05    88    06    06
59    82    60    82
18    52    08    53
34    48    12    33
03    03    02    17
12    87    13    62
63    75    23    76
40    92    41    93
30    91    29    30
73    95    72    96
02    45    01    03
48    99    18    98
43    75    75    84
96    96    01    97
27    28    27    97
97    99    04    97
94    96    50    95
29    29    27    28
03    05    06    31
21    87    52    88
21    92    92    95
04    06    11    46
18    33    21    34
30    78    31    40
39    46    45    47
48    69    68    76
08    37    37    91
18    75    21    98
32    43    16    20
36    87    59    88
06    66    65    67
03    76    03    77
47    95    48    88
04    70    01    01
40    94    12    40
95    99    12    95
14    71    70    70
32    90    69    92
99    99    14    94
01    69    69    89
43    77    53    76
60    62    21    69
11    31    18    91
09    83    09    09
02    90    01    90
30    87    31    31
65    66    64    65
66    67    03    66
31    35    30    36
04    93    92    93
09    16    10    15
68    86    68    71
08    20    20    64
04    31    05    05
48    99    49    99
02    94    95    96
58    98    10    80
33    63    62    62
19    52    18    53
05    43    17    38
62    62    61    62
21    44    21    39
18    73    73    74
01    32    01    39
02    05    05    99
36    67    10    38
37    71    33    70
70    72    69    73
53    81    52    90
57    98    09    97
33    82    95    99
90    97    13    96
39    94    94    99
33    85    32    84
04    78    05    78
51    82    51    81
67    86    64    85
31    77    77    78
08    33    08    09
21    71    22    70
04    91    07    70
11    98    12    97
27    39    27    28
03    54    03    53
65    99    52    65
53    98    24    88
74    94    44    95
21    38    39    95
59    60    58    93
01    20    09    19
11    61    10    61
30    89    88    89
10    71    11    47
09    97    10    96
21    81    80    81
11    18    21    66
52    97    53    85
07    94    06    95
57    94    23    95
59    60    23    60
94    94    27    95
96    97    62    97
01    82    81    83
70    86    68    85
45    74    44    97
02    56    03    57
07    91    50    90
33    78    32    86
52    52    22    53
06    55    07    23
01    91    03    90
26    59    26    60
04    94    04    95
60    89    16    92
45    46    01    46
07    58    58    59
36    96    23    97
06    95    05    96
59    59    59    63
20    21    20    41
68    68    03    67
79    89    78    90
27    29    28    29
96    97    26    64
18    18    17    96
41    41    41    66
05    95    04    94
37    95    36    97
42    90    41    42
57    57    15    56
95    98    94    99
28    93    27    94
94    94    30    95
50    67    54    84
09    91    08    92
02    92    01    93
10    34    26    33
28    99    23    95
37    56    56    65
08    98    09    94
05    89    06    88
12    13    12    89
05    15    16    68
18    69    23    69
66    99    67    67
20    72    20    21
50    75    25    49
35    50    35    36
41    65    63    66
14    82    81    82
50    51    17    81
59    90    58    89
12    93    93    97
14    97    15    15
08    48    08    13
04    98    05    99
38    85    38    84
04    04    03    52
94    95    02    95
04    84    03    84
08    76    07    76
13    87    13    86
02    99    98    99
36    83    37    76
04    46    04    65
97    97    43    88
08    92    33    92
70    70    64    69
10    54    11    54
18    95    19    28
03    91    04    04
12    87    26    88
81    85    78    85
49    65    65    66
84    90    90    94
16    83    15    97
16    77    15    95
05    99    61    99
04    75    02    03
33    67    17    80
41    96    40    97
06    48    02    05
18    22    19    21
44    47    44    48
01    95    02    94
05    60    04    79
11    99    12    38
20    96    96    97
81    81    01    82
22    63    23    62
10    79    09    78
45    96    46    96
62    85    86    86
06    79    36    78
03    90    03    93
17    36    17    25
13    81    12    82
98    99    08    99
01    99    98    98
47    71    46    70
89    90    18    90
16    56    55    55
15    21    24    48
14    31    30    31
25    36    25    29
58    86    75    91
64    70    65    69
13    68    14    69
12    86    12    51
17    73    18    74
98    98    01    99
89    92    90    91
02    99    01    99
20    69    60    70
27    47    26    47
11    71    12    71
08    91    09    91
01    89    04    88
27    96    27    85
63    92    92    97
48    87    47    98
25    90    26    85
39    95    43    98
37    98    37    99
98    99    07    98
04    61    04    60
17    98    17    99
59    63    31    64
24    54    25    53
46    99    10    16
07    99    06    99
18    93    92    93
46    98    03    95
26    96    25    81
02    97    03    90
22    22    21    77
81    81    25    81
19    44    20    47
79    79    42    80
35    95    04    95
01    91    02    02
70    79    69    80
12    87    08    88
16    78    17    73
07    88    07    91
17    18    01    18
05    86    04    75
39    89    40    87
09    39    09    24
14    96    13    97
02    80    02    03
05    28    21    29
69    75    11    74
12    32    10    31
09    76    09    77
87    88    06    88
15    78    15    15
95    99    32    95
06    11    12    26
59    60    10    60
39    94    39    39
97    97    55    98
38    42    37    43
08    08    08    98
30    94    30    98
90    91    09    91
04    96    05    91
14    61    01    04
33    58    32    59
86    91    24    86
85    85    84    96
38    96    37    91
01    41    12    94
22    95    78    94
43    44    38    43
37    69    37    68
78    98    78    95
68    86    45    90
10    56    10    48
76    76    02    77
11    54    12    32
43    73    43    74
79    99    07    98
06    95    19    98
32    97    96    97
41    41    04    42
40    57    24    40
10    13    12    28
01    04    03    24
85    95    85    86
06    98    05    07
35    54    42    51
17    80    27    71
93    93    02    94
21    68    21    69
14    45    13    45
55    56    55    67
44    80    17    79
41    84    42    44
57    91    91    96
40    98    41    98
85    88    78    85
24    95    24    25
52    95    55    96
08    28    07    27
22    96    19    97
70    73    74    81
20    70    02    47
03    39    02    40
04    20    03    20
33    34    33    92
01    96    02    85
13    93    12    92
45    59    46    59
34    73    34    72
04    90    04    91
11    57    11    13
07    94    05    24
26    97    25    96
43    76    13    75
67    75    76    99
52    80    51    79
18    18    17    67
25    86    26    87
18    79    17    18
44    44    44    96
51    80    38    52
05    64    06    63
27    54    37    55
47    47    47    78
06    76    07    75
14    95    14    14
08    68    09    49
35    44    35    43
02    67    01    67
32    88    30    57
19    80    79    80
08    54    07    09
25    49    08    48
18    40    19    39
38    92    39    96
04    07    06    82
02    97    01    94
11    42    12    41
22    47    21    57
11    97    02    12
55    98    69    98
09    51    08    50
62    63    02    62
01    07    08    98
35    48    36    47
55    96    29    97
85    85    61    81
45    56    44    55
16    19    07    17
19    33    20    20
16    77    15    76
38    91    17    90
10    51    03    09
28    99    07    29
78    97    97    99
04    51    05    35
54    73    35    72
62    63    62    62
14    14    14    97
55    74    55    59
22    85    55    86
27    84    26    97
36    37    37    87
01    96    05    97
01    71    03    71
26    87    27    88
83    99    73    96
01    98    02    98
12    16    21    87
82    82    83    89
42    92    42    91
68    72    68    69
13    30    12    31
06    10    09    97
78    78    12    79
47    86    86    93
57    94    58    81
30    85    29    86
14    17    18    96
94    96    63    94
37    82    38    81
23    90    42    91
30    97    31    98
82    94    14    81
08    35    09    09
65    98    97    99
30    50    29    31
01    02    01    60
69    70    70    76
20    84    20    96
19    46    36    88
01    90    05    89
04    04    04    87
18    79    17    78
14    99    13    98
46    86    47    98
79    81    35    80
26    51    25    50
78    78    14    79
09    92    10    91
12    46    12    96
36    93    01    93
77    78    76    79
56    93    94    94
01    85    13    76
43    95    09    42
79    90    78    89
32    98    09    97
09    92    05    10
37    84    03    45
59    85    60    85
09    95    08    94
31    87    30    87
10    17    18    18
77    77    76    89
12    83    38    96
34    91    35    90
12    95    70    96
14    79    13    78
01    94    93    94
19    29    25    28
68    99    64    68
37    79    08    80
09    76    11    78
05    98    03    48
47    59    48    58
65    72    39    73
27    67    27    35
60    77    59    89
46    88    35    87
67    97    68    99
04    97    03    98
04    79    80    80
42    58    58    70
39    97    07    39
10    49    11    48
22    74    23    23
13    58    12    58
07    79    08    78
83    84    80    99
97    98    35    94
36    36    36    66
66    79    65    90
05    32    03    33
41    86    87    87
41    54    32    41
14    99    10    98
09    93    09    92
53    58    59    98
60    61    05    60
13    30    12    31
08    97    07    98
25    34    29    32
69    69    06    70
18    18    07    19
23    48    23    23
31    59    32    41
01    07    06    67
01    88    02    87
09    09    08    91
08    96    08    31
25    83    21    21
45    46    45    80
10    92    91    92
03    45    02    63
22    48    22    52
52    97    52    98
10    90    12    89
03    48    25    51
62    96    92    98
02    97    06    98
70    83    70    71
98    99    94    99
06    84    07    81
16    70    71    82
16    16    16    81
83    84    11    83
30    74    71    75
02    25    01    26
79    79    30    80
67    72    66    68
07    96    08    97
08    13    11    14
10    73    10    72
20    22    20    20
88    92    89    97
75    96    68    74
04    98    01    99
39    47    38    48
39    77    40    77
38    42    38    41
50    94    51    94
61    82    62    72
04    75    03    96
03    20    01    04
18    97    09    17
01    94    02    93
95    99    88    94
83    89    19    83
49    57    49    55
18    26    19    77
34    46    38    47
11    93    10    98
06    80    07    94
05    91    90    91
21    44    43    44
91    91    12    90
01    02    01    96
05    96    18    95
36    65    05    65
18    18    18    71
31    32    31    35
13    96    12    96
25    74    24    26
54    54    14    55
14    79    15    80
04    64    05    05
24    28    23    27
20    89    02    21
30    98    30    50
69    69    06    70
78    79    77    79
24    96    25    74
68    91    08    37
03    98    04    98
13    95    14    97
02    13    03    14
39    92    40    91
16    88    87    87
70    73    64    72
55    96    95    97
08    10    15    72
23    44    24    33
48    82    48    49
59    72    59    60
10    54    11    11
08    47    44    47
15    81    14    82
30    46    05    37
67    81    69    99
70    97    69    99
88    88    40    88
39    97    38    96
81    85    80    84
56    57    15    56
05    84    78    85
07    59    06    60
61    63    62    92
61    93    87    94
05    80    05    06
07    66    07    07
01    99    02    98
03    39    03    29
41    85    69    85
38    60    08    59
06    45    06    72
62    82    29    81
21    94    22    93
41    42    41    52
24    24    24    52
53    98    12    98
28    95    27    27
83    83    55    84
16    96    95    96
49    90    89    89
02    96    02    95
03    03    03    88
24    77    61    78
83    85    39    84
03    65    02    97
15    81    02    80
14    32    13    15
66    80    67    79
23    23    23    92
34    89    33    90
05    94    04    04
07    96    95    96
47    92    48    60
15    41    14    15
33    77    47    77
11    88    11    89
04    38    18    23
07    91    08    92
65    66    19    65
64    93    92    92
25    82    25    81
32    32    31    98
34    71    34    71
52    61    48    66
61    85    60    96
08    64    16    65
01    03    04    82
09    95    10    10
03    59    01    56
02    28    02    07
11    95    11    99
58    78    78    85
27    75    27    28
26    26    25    87
07    39    07    40
32    66    10    67
14    93    13    94
15    96    96    99
67    87    90    91
94    95    35    95
16    40    02    17
30    81    62    82
52    53    34    53
05    93    92    92
17    94    94    95
31    87    83    84
35    41    34    72
84    85    84    97
46    99    47    96
28    80    01    27
41    99    37    69
28    78    29    77
49    69    64    70
46    65    65    73
16    91    16    92
88    88    12    89
38    84    39    85
07    08    07    27
27    97    97    99
67    67    68    75
66    67    67    67
12    58    17    86
12    98    13    99
14    57    15    58
27    32    28    32
65    68    69    82
98    99    64    99
48    68    48    87
51    51    51    54
18    84    32    90
01    16    08    93
06    88    07    07
03    91    01    91
86    97    86    86
72    96    72    72
09    61    08    60
10    75    75    76
75    88    87    87
65    75    65    77
97    98    22    93
55    55    42    56
08    63    01    63
13    64    35    51
07    88    45    89
77    79    74    79
24    97    24    26
02    67    07    70
14    62    47    72
03    84    56    94
06    71    20    72
02    82    06    81
82    83    16    82
69    84    68    85
83    85    82    85
79    86    79    79
46    91    90    91
27    97    27    98
21    67    68    89
80    85    04    80
25    85    25    86
25    82    27    81
26    95    94    96
83    93    82    99
06    97    07    94
40    97    18    40
03    03    03    85
97    98    01    98
05    98    05    06
05    83    06    83
16    94    82    97
19    56    02    18
15    84    16    79
29    31    30    97
43    90    42    43
03    12    02    04
23    76    22    24
43    80    79    80
19    81    19    82
01    90    02    89
37    37    23    38
91    99    56    91
27    87    28    88
14    16    15    91
50    66    32    49
48    93    48    49
30    85    29    84
13    76    58    77
69    98    40    97
27    55    19    54
14    98    13    99
45    78    78    79
05    67    06    67
46    91    47    90
37    55    36    67
55    62    61    62
01    95    48    96
16    97    17    99
40    62    41    61
18    59    56    57
49    61    60    62
66    71    65    73
45    47    46    82
04    51    03    50
68    77    07    68
59    96    59    91
40    69    41    68
04    96    03    96
04    94    04    04
08    18    15    25
26    26    27    27
05    62    08    75
88    88    04    89
39    67    17    68
81    85    12    66
51    65    50    52
15    63    15    15
63    64    30    63
88    92    02    88
36    81    35    87
21    93    06    93
28    91    28    28
60    94    05    94
02    96    95    97
11    92    92    94
82    86    80    82
30    80    38    80
06    58    05    85
24    35    34    36
55    99    55    89
24    99    25    97
11    25    19    26
11    73    73    90
13    85    14    84
04    87    05    89
03    03    04    91
54    71    55    71
28    42    29    43
31    31    31    81
15    28    14    16
72    72    26    71
85    93    72    84
07    73    06    74
23    24    23    29
28    77    29    76
01    97    01    01
14    80    13    80
60    62    61    61
41    81    44    79
21    87    22    58
25    60    25    59
34    91    35    99
16    63    64    64
06    99    06    98
39    92    11    91
54    99    51    92
05    93    06    95
05    05    04    95
01    04    03    85
82    83    08    82
56    57    57    57
33    35    10    34
44    51    43    57
25    62    26    61
01    76    02    87
08    11    07    63
10    10    09    92
34    69    05    70
05    97    74    99
22    54    53    55
71    89    88    89
50    84    51    83
04    16    15    94
45    58    34    99
18    96    04    29
03    91    04    80
91    92    57    93
28    28    28    94
07    35    07    36
41    91    42    72
49    55    49    49
03    82    03    91
08    09    08    66
